symbol,name,theme_count,themes,reasons
300182,Education Hardware Seed,1,education_human_capital,education seed
300224,Zhenghai Magnetic,1,rare_earth_magnetic_materials,rare earth magnet
300229,Trust Alliance,1,xinchuang_software_cybersecurity,cybersecurity
300251,Enlight Media,1,media_game_ai_application,film
300253,Wisesoft,1,xinchuang_software_cybersecurity,aviation software
300258,Fine Blanking,1,smart_ev_autonomous_driving,transmission part
300271,Thunisoft,1,xinchuang_software_cybersecurity,legal software
300274,Sungrow Power,1,renewable_grid_storage,inverter and storage
300276,Automation Equipment Seed,1,robotics_highend_manufacturing,factory automation seed
300285,Sinocera,1,chemical_new_materials,ceramic material
300315,Ourpalm,1,media_game_ai_application,game
300338,Kaiyuan Education,1,education_human_capital,vocational education
300339,Hirisun,1,xinchuang_software_cybersecurity,power IT
300359,Qtone Education,1,education_human_capital,education digitalization
300365,Human Capital Tech Seed,1,education_human_capital,education seed
300369,Pansoft,1,xinchuang_software_cybersecurity,enterprise software
300379,Fintech Seed,1,xinchuang_software_cybersecurity,financial data seed
300398,Feikai Materials,1,chemical_new_materials,electronic chemical
300408,Chaozhou Three-Circle,1,consumer_electronics_pcb,ceramic component
300433,Lens Technology,1,consumer_electronics_pcb,cover glass
300438,Penghui Energy,1,power_solid_state_battery,energy storage battery
300442,Range Intelligent,1,datacenter_optical_liquid_cooling,data center service
300450,Wuxi Lead,1,power_solid_state_battery,battery equipment
300451,Cnstrong,1,education_human_capital,education content
300454,Sangfor,1,xinchuang_software_cybersecurity,cybersecurity and cloud
300459,Tom Cat,1,media_game_ai_application,AI companion app
300474,Jingjia Micro,1,defense_ship_equipment,GPU defense
300487,Sunresin,1,chemical_new_materials,adsorption resin
300494,Shengtian Network,1,media_game_ai_application,game platform
300496,ThunderSoft,1,smart_ev_autonomous_driving,vehicle OS
300498,Wens Foodstuff,1,agriculture_food_beverage,pig and poultry
300558,Betta Pharmaceuticals,1,innovative_drug_medical_device,innovative drug
300568,Senior Technology,1,power_solid_state_battery,separator
300580,Bethel Automotive,1,robotics_highend_manufacturing,intelligent manufacturing
300596,Lianlong,1,chemical_new_materials,polymer additive
300601,Kangtai Biological,1,innovative_drug_medical_device,vaccine
300618,Hanrui Cobalt,1,metals_energy_metals,cobalt
300661,SG Micro,1,ai_compute_semiconductor,analog chip
300680,Longsheng Technology,1,smart_ev_autonomous_driving,engine and EGR
300688,Entrepreneurship Dark Horse,1,education_human_capital,enterprise training
300697,Electric Alloy,1,metals_energy_metals,copper alloy
300718,Changsheng Bearing,1,robotics_highend_manufacturing,sliding bearing
300724,Jiejia Weichuang,1,renewable_grid_storage,solar equipment
300748,Jintian Copper,1,rare_earth_magnetic_materials,copper and magnetic chain seed
300751,Maxwell,1,renewable_grid_storage,solar equipment
300768,Dingxin Communications,1,xinchuang_software_cybersecurity,power IoT
300769,Dynanonic,1,power_solid_state_battery,LFP cathode
300781,Inly Media,1,media_game_ai_application,digital marketing
300821,Dongyue Silicon,1,chemical_new_materials,silicone
300827,Sineng Electric,1,renewable_grid_storage,inverter
300850,Grid Power Electronics Seed,1,renewable_grid_storage,power electronics seed
300896,Imeik,1,tourism_retail_services,medical aesthetics
300900,Guanglian Aviation,1,low_altitude_space_satellite,aviation component
300911,Appliance Export Seed,1,home_appliance_export,small appliance seed
300919,CNGR Advanced Material,1,power_solid_state_battery,precursor
300957,Consumer Service Seed,1,tourism_retail_services,consumer service seed
300999,Jinzai Food,1,agriculture_food_beverage,snack
301008,Hongchang Technology,1,home_appliance_export,home appliance parts
301026,Battery Metal Seed,1,metals_energy_metals,battery metal seed
301112,Crrc Times Electric,1,robotics_highend_manufacturing,industrial drive
301171,Easy Click,1,media_game_ai_application,cross-border marketing
301219,Tengyuan Cobalt,1,metals_energy_metals,cobalt copper
301349,Sichuan Energy,1,power_solid_state_battery,lithium chain seed
600000,Shanghai Pudong Development Bank,1,high_dividend_state_owned_finance,bank
600016,Minsheng Bank,1,high_dividend_state_owned_finance,bank
600017,Rizhao Port,1,shipping_ports_logistics,port
600019,Baoshan Iron and Steel,1,high_dividend_state_owned_finance,steel dividend
600021,Shanghai Electric Power,1,coal_power_oil_gas,power
600023,Zhejiang Zheneng,1,coal_power_oil_gas,power
600030,CITIC Securities,1,high_dividend_state_owned_finance,broker
600036,China Merchants Bank,1,high_dividend_state_owned_finance,joint-stock bank
600048,Poly Developments,1,real_estate_chain,real estate
600054,Huangshan Tourism,1,tourism_retail_services,scenic spot
600104,SAIC Motor,1,smart_ev_autonomous_driving,vehicle
600110,NuoDe New Materials,1,power_solid_state_battery,copper foil
600138,CYTS Tours,1,tourism_retail_services,tourism
600143,Kingfa Sci & Tech,1,chemical_new_materials,modified plastic
600160,Juhua,1,chemical_new_materials,fluorine chemical
600196,Fosun Pharma,1,innovative_drug_medical_device,pharma platform
600219,Nanshan Aluminum,1,metals_energy_metals,aluminum
600233,YTO Express,1,shipping_ports_logistics,express
600256,Guanghui Energy,1,coal_power_oil_gas,LNG coal
600258,BTG Hotels,1,tourism_retail_services,hotel
600266,City Developments,1,real_estate_chain,real estate
600279,Chongqing Port,1,shipping_ports_logistics,port
600309,Wanhua Chemical,1,chemical_new_materials,polyurethane and new material
600313,Nongfa Seed,1,agriculture_food_beverage,seed
600325,Huafa Properties,1,real_estate_chain,real estate
600346,Hengli Petrochemical,1,chemical_new_materials,refining chemical
600348,Huayang New Material,1,coal_power_oil_gas,coal
600352,Zhejiang Longsheng,1,chemical_new_materials,dye
600362,Jiangxi Copper,1,metals_energy_metals,copper
600371,Wanxiang Doneed,1,agriculture_food_beverage,seed
600372,AVIC Airborne,1,defense_ship_equipment,airborne systems
600373,Chinese Universe Publishing,1,media_game_ai_application,publishing
600383,Gemdale,1,real_estate_chain,real estate
600392,Shenghe Resources,1,rare_earth_magnetic_materials,rare earth resource
600418,JAC Motors,1,smart_ev_autonomous_driving,vehicle
600426,Hualu Hengsheng,1,chemical_new_materials,coal chemical
600435,North Navigation,1,defense_ship_equipment,navigation equipment
600438,Tongwei,1,renewable_grid_storage,silicon and solar
600456,BaoTi,1,metals_energy_metals,titanium
600460,Silan Micro,1,ai_compute_semiconductor,power semiconductor
600486,Yangnong Chemical,1,chemical_new_materials,agrochemical
600489,Zhongjin Gold,1,metals_energy_metals,gold
600497,Chihong ZnGe,1,metals_energy_metals,zinc germanium
600519,Kweichow Moutai,1,agriculture_food_beverage,liquor
600521,Huahai Pharma,1,innovative_drug_medical_device,API and generic
600536,China Software,1,xinchuang_software_cybersecurity,domestic OS and software
600546,Thermal Coal Seed,1,coal_power_oil_gas,coal seed
600547,Shandong Gold,1,metals_energy_metals,gold
600556,Inmyshow,1,media_game_ai_application,creator economy
600575,Huaihe Energy,1,shipping_ports_logistics,logistics coal
600583,Offshore Oil Engineering,1,coal_power_oil_gas,oil engineering
600585,Conch Cement,1,real_estate_chain,cement
600588,Yonyou Network,1,xinchuang_software_cybersecurity,enterprise software
600606,Greenland Holdings,1,real_estate_chain,real estate
600633,Zhewen Interactive,1,media_game_ai_application,digital culture
600642,Shenergy,1,coal_power_oil_gas,power gas
600655,Yuyuan,1,tourism_retail_services,retail jewelry
600660,Fuyao Glass,1,smart_ev_autonomous_driving,auto glass
600661,Shanghai Xinnanyang,1,education_human_capital,education
600690,Haier Smart Home,1,home_appliance_export,home appliance
600711,Silver Lead Zinc Seed,1,metals_energy_metals,silver lead zinc watchlist
600733,BAIC BluePark,1,smart_ev_autonomous_driving,new energy vehicle
600737,COFCO Sugar,1,agriculture_food_beverage,sugar
600741,Huayu Automotive,1,smart_ev_autonomous_driving,auto parts
600754,Jin Jiang Hotels,1,tourism_retail_services,hotel
600761,Anhui Heli,1,robotics_highend_manufacturing,forklift
600787,CMST Development,1,shipping_ports_logistics,warehousing logistics
600801,Huaxin Cement,1,real_estate_chain,cement
600809,Shanxi Fenjiu,1,agriculture_food_beverage,liquor
600827,Bailian,1,tourism_retail_services,retail
600835,Shanghai Mechanical,1,robotics_highend_manufacturing,elevator equipment
600859,Wangfujing,1,tourism_retail_services,retail duty free
600862,AVIC Hi-Tech,1,defense_ship_equipment,aero composite material
600867,Tonghua Dongbao,1,innovative_drug_medical_device,diabetes drug
600872,Jonjee Hi-Tech,1,agriculture_food_beverage,condiment
600879,Aerospace Electronics Watch,1,defense_ship_equipment,aerospace seed
600884,Shanshan,1,power_solid_state_battery,anode material
600887,Yili,1,agriculture_food_beverage,dairy
600893,Aerospace Electronics,1,defense_ship_equipment,defense electronics
600905,China Three Gorges Renewables,1,coal_power_oil_gas,green power
600919,Bank of Jiangsu,1,high_dividend_state_owned_finance,regional bank
600958,Orient Securities,1,high_dividend_state_owned_finance,broker
600967,Inner Mongolia First Machinery,1,defense_ship_equipment,ground equipment
600985,Huaibei Mining,1,coal_power_oil_gas,coal
600988,Chifeng Gold,1,metals_energy_metals,gold
600989,Baofeng Energy,1,chemical_new_materials,coal chemical
600999,China Merchants Securities,1,high_dividend_state_owned_finance,broker
601006,Daqin Railway,1,high_dividend_state_owned_finance,railway
601008,Lianyungang Port,1,shipping_ports_logistics,port
601009,Bank of Nanjing,1,high_dividend_state_owned_finance,regional bank
601012,LONGi Green Energy,1,renewable_grid_storage,solar module
601098,China South Publishing,1,media_game_ai_application,publishing
601127,Seres,1,smart_ev_autonomous_driving,smart EV
601155,Seazen Holdings,1,real_estate_chain,real estate
601166,Industrial Bank,1,high_dividend_state_owned_finance,joint-stock bank
601168,Western Mining,1,metals_energy_metals,copper lead zinc
601169,Bank of Beijing,1,high_dividend_state_owned_finance,regional bank
601186,China Railway Construction,1,high_dividend_state_owned_finance,SOE infrastructure
601211,Guotai Junan,1,high_dividend_state_owned_finance,broker
601212,Baiyin Nonferrous,1,metals_energy_metals,nonferrous metal
601222,Linyang Energy,1,renewable_grid_storage,meter and storage
601233,Tongkun Group,1,chemical_new_materials,polyester
601238,GAC Group,1,smart_ev_autonomous_driving,vehicle
601318,Ping An,1,high_dividend_state_owned_finance,insurance
601319,PICC,1,high_dividend_state_owned_finance,insurance
601328,Bank of Communications,1,high_dividend_state_owned_finance,large bank
601336,New China Life,1,high_dividend_state_owned_finance,insurance
601369,Shaanxi Construction Machinery,1,robotics_highend_manufacturing,equipment cycle
601390,China Railway,1,high_dividend_state_owned_finance,SOE infrastructure
601598,Sinotrans,1,shipping_ports_logistics,logistics
601600,Aluminum Corp of China,1,metals_energy_metals,aluminum
601601,CPIC,1,high_dividend_state_owned_finance,insurance
601609,Jintian Copper,1,metals_energy_metals,copper processing
601615,Ming Yang Smart Energy,1,renewable_grid_storage,wind turbine
601628,China Life,1,high_dividend_state_owned_finance,insurance
601633,Great Wall Motor,1,smart_ev_autonomous_driving,vehicle
601658,Postal Savings Bank,1,high_dividend_state_owned_finance,large bank
601668,China State Construction,1,high_dividend_state_owned_finance,SOE construction
601677,Mingtai Aluminum,1,metals_energy_metals,aluminum processing
601688,Huatai Securities,1,high_dividend_state_owned_finance,broker
601689,Tuopu Group,1,smart_ev_autonomous_driving,chassis and thermal
601699,Shanxi Coal International,1,coal_power_oil_gas,coal
601800,China Communications Construction,1,high_dividend_state_owned_finance,SOE infrastructure
601808,COSL,1,coal_power_oil_gas,oilfield service
601818,China Everbright Bank,1,high_dividend_state_owned_finance,bank
601866,COSCO Shipping Development,1,shipping_ports_logistics,shipping leasing
601888,China Tourism Group Duty Free,1,tourism_retail_services,duty free
601899,Zijin Mining,1,metals_energy_metals,copper gold lithium
601933,Yonghui Superstores,1,tourism_retail_services,supermarket
601985,China National Nuclear Power,1,coal_power_oil_gas,nuclear power
601995,CICC,1,high_dividend_state_owned_finance,broker
603000,People.cn,1,media_game_ai_application,media
603056,Deppon Logistics,1,shipping_ports_logistics,less-than-truckload
603068,Aviation Seed,1,low_altitude_space_satellite,low altitude seed
603083,CIG Shanghai,1,datacenter_optical_liquid_cooling,optical access equipment
603128,CTS International Logistics,1,shipping_ports_logistics,cross-border logistics
603160,Goodix,1,consumer_electronics_pcb,fingerprint and touch chip
603180,GoldenHome Living,1,real_estate_chain,custom furniture
603185,Hongyuan Green Energy,1,renewable_grid_storage,wafer equipment
603195,Gongniu Group,1,home_appliance_export,electrical outlet
603197,Baolong Automotive,1,smart_ev_autonomous_driving,sensor and TPMS
603212,Battery Material Seed,1,power_solid_state_battery,battery material seed
603219,Fujia,1,home_appliance_export,small appliance ODM
603225,Xinfengming,1,chemical_new_materials,polyester
603232,Koal Software,1,xinchuang_software_cybersecurity,security
603260,Hoshine Silicon,1,chemical_new_materials,industrial silicon
603288,Haitian Flavouring,1,agriculture_food_beverage,condiment
603305,Xuhui Holdings,1,smart_ev_autonomous_driving,auto die casting
603345,Anjoy Foods,1,agriculture_food_beverage,frozen food
603355,Laike Electric,1,home_appliance_export,cleaning appliance
603369,Jinshiyuan,1,agriculture_food_beverage,liquor
603377,Education Service Seed,1,education_human_capital,education seed
603385,Building Material Seed,1,real_estate_chain,building material seed
603444,G-bits Network,1,media_game_ai_application,game
603486,Home Appliance Seed,1,home_appliance_export,home appliance seed
603501,WillSemi,1,ai_compute_semiconductor,semiconductor sensor
603515,Opple Lighting,1,home_appliance_export,lighting
603517,Juewei Food,1,agriculture_food_beverage,snack chain
603551,Household Fixture Seed,1,home_appliance_export,home fixture seed
603565,Zhonggu Logistics,1,shipping_ports_logistics,container logistics
603589,Kouzi Distillery,1,agriculture_food_beverage,liquor
603596,Bethel,1,smart_ev_autonomous_driving,braking system
603598,Content Seed,1,media_game_ai_application,media seed
603605,Proya Cosmetics,1,tourism_retail_services,beauty
603606,Orient Cable,1,renewable_grid_storage,submarine cable
603611,Noblelift,1,robotics_highend_manufacturing,smart warehousing equipment
603626,KET,1,consumer_electronics_pcb,connector
603708,Jiajiayue,1,tourism_retail_services,supermarket
603713,Milkyway,1,shipping_ports_logistics,chemical logistics
603728,Mingzhi Technology,1,robotics_highend_manufacturing,precision casting equipment
603737,SKSHU Paint,1,chemical_new_materials,coating
603786,Keboda,1,smart_ev_autonomous_driving,automotive electronics
603801,Zbom Home,1,real_estate_chain,custom furniture
603806,First Applied Material,1,renewable_grid_storage,solar film
603816,Jason Furniture,1,real_estate_chain,furniture
603833,Oppein Home,1,real_estate_chain,home furnishing
603868,Ecovacs,1,home_appliance_export,cleaning robot
603876,Dingsheng New Materials,1,metals_energy_metals,aluminum foil
603993,CMOC,1,metals_energy_metals,copper cobalt
605136,Fashion Retail Seed,1,tourism_retail_services,retail seed
605499,Eastroc Beverage,1,agriculture_food_beverage,beverage
688005,Ronbay Technology,1,power_solid_state_battery,cathode material
688006,Hangke Technology,1,power_solid_state_battery,battery equipment
688031,Xinchuang Software Seed,1,xinchuang_software_cybersecurity,xinchuang watchlist
688032,Hoymiles,1,renewable_grid_storage,micro inverter
688036,Transsion Holdings,1,consumer_electronics_pcb,smartphone export
688041,Hygon,1,ai_compute_semiconductor,AI compute chip
688047,Loongson,1,ai_compute_semiconductor,domestic CPU
688063,Pylontech,1,power_solid_state_battery,energy storage battery
688088,ArcSoft,1,xinchuang_software_cybersecurity,computer vision software
688110,Dongxin,1,ai_compute_semiconductor,memory chip
688122,Western Superconducting,1,defense_ship_equipment,aero material
688139,Oncology Drug Seed,1,innovative_drug_medical_device,innovative drug seed
688160,Kinco Automation,1,robotics_highend_manufacturing,servo drive
688169,Roborock,1,home_appliance_export,cleaning robot
688185,CanSino,1,innovative_drug_medical_device,vaccine
688208,Liquid Cooling Seed,1,datacenter_optical_liquid_cooling,liquid cooling watchlist
688223,Jinko Solar,1,renewable_grid_storage,solar module
688228,Database Seed,1,xinchuang_software_cybersecurity,data infrastructure seed
688256,Cambricon,1,ai_compute_semiconductor,AI accelerator
688278,Healthcare Seed,1,innovative_drug_medical_device,healthcare seed
688288,Hongquan Intelligent seed,1,smart_ev_autonomous_driving,smart driving watchlist
688295,Advanced Material Seed,1,chemical_new_materials,new material seed
688297,UAV Seed,1,low_altitude_space_satellite,low altitude watchlist
688301,Medical Equipment Seed,1,innovative_drug_medical_device,medical equipment seed
688303,Daqo New Energy,1,renewable_grid_storage,polysilicon
688326,Jingwei Hirain,1,smart_ev_autonomous_driving,automotive electronics
688347,Hua Hong,1,ai_compute_semiconductor,specialty foundry
688348,Yuneng Technology,1,renewable_grid_storage,micro inverter
688385,Fudan Microelectronics,1,ai_compute_semiconductor,FPGA and MCU
688520,Sinocelltech,1,innovative_drug_medical_device,biotech
688521,VeriSilicon,1,ai_compute_semiconductor,chip design service
688550,Chemical Material Seed,1,chemical_new_materials,chemical seed
688561,Qi An Xin,1,xinchuang_software_cybersecurity,cybersecurity
688599,Trina Solar,1,renewable_grid_storage,solar module
688707,Zhenhua New Material,1,power_solid_state_battery,cathode
688778,XTC New Energy,1,power_solid_state_battery,battery material
688779,Changyuan Lico,1,power_solid_state_battery,cathode material
688981,SMIC,1,ai_compute_semiconductor,foundry
