factor_id,name,category,data_dependency,effective_lag,economic_rationale,direction,owner,tests,status,pit_rule,coverage,missing_ratio,ic_mean,rank_ic_mean,ic_ir,observations,quantile_monotonicity,year_count,yearly_positive_ratio,max_abs_correlation,vif_proxy,half_life_days,rank_turnover,leakage_suspect,crowding_flag,trust_status,quarantine_reason
ema_bias_20,ema_bias_20,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,0.06784561206158408,0.05964912280701755,0.20637219397012607,1026,0.9999999999999999,4,1.0,0.9915113810866182,20.0,6.8827118523917425,0.10256310679611652,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
ema_bias_26,ema_bias_26,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9798657718120806,0.020134228187919434,0.07817414598011872,0.06714107809998221,0.23787309595210576,1022,0.9999999999999999,4,1.0,0.9915113810866182,20.0,9.022349456969996,0.09037037037037036,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
ema_bias_60,ema_bias_60,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9578139980824545,0.04218600191754551,0.09270409096380977,0.07829041162374495,0.2788001218221177,999,0.8999999999999998,4,1.0,0.9842480480240813,20.0,20.397865779701647,0.05844466600199402,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
ema_bias_120,ema_bias_120,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9194630872483222,0.08053691275167785,0.08600666310330883,0.07905330679053307,0.25467733803084364,959,0.9999999999999999,4,1.0,0.9843121003926548,20.0,35.976080109945606,0.0402907580477674,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
ema_slope_12,ema_slope_12,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.975071907957814,0.024928092042186045,0.07970057501890675,0.07237567414558566,0.24859723039004014,1017,0.9999999999999999,4,1.0,0.9763970024557941,20.0,68.54684271010821,0.0358667972575906,False,True,watchlist,crowding_or_cost_watch
ema_slope_26,ema_slope_26,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9549376797698945,0.04506232023010548,0.09158962906174295,0.0786783497626871,0.26838817767993517,996,0.9999999999999999,4,1.0,0.9603772958392118,12.874080609496525,252.0,0.016120000000000002,False,True,watchlist,crowding_or_cost_watch
ema_slope_60,ema_slope_60,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.900287631831256,0.09971236816874396,0.06138142268371591,0.05205408719785717,0.18258563543325934,939,0.7,4,1.0,0.977441783083335,20.0,252.0,0.0072110286320254515,False,True,watchlist,crowding_or_cost_watch
macd_diff,macd_diff,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9798657718120806,0.020134228187919434,0.0930018004796281,0.07698511534127972,0.2842323276730696,1022,0.8999999999999998,4,1.0,0.9636413230571467,14.006504523307699,109.73035151782612,0.028284600389863548,False,True,watchlist,crowding_or_cost_watch
macd_signal,macd_signal,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.975071907957814,0.024928092042186045,0.09258448693160047,0.07989630821489228,0.2762138899498884,1017,0.9999999999999999,4,1.0,0.9636413230571467,14.006504523307699,223.56451183300842,0.01904015670910872,False,True,watchlist,crowding_or_cost_watch
macd_hist,macd_hist,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.975071907957814,0.024928092042186045,-0.0006091392647412701,-0.0019367718482762723,-0.0018209631087497235,1017,0.09999999999999999,4,0.25,0.8191788204205434,3.0400120903402827,19.822209741943983,0.06828599412340843,False,False,quarantine,weak_empirical_signal
rsi_6,rsi_6,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9764141898370087,0.023585810162991327,0.020291725445626997,0.019587315458943752,0.058812822961540785,1034,0.8999999999999998,4,0.75,0.8943797492152562,4.997879295018205,3.178635550456572,0.14792885772734843,False,False,approved,none
rsi_14,rsi_14,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9856184084372004,0.014381591562799612,0.056263305992046604,0.05053649333804976,0.17268515751527488,1028,0.8999999999999998,4,1.0,0.9243718996101945,6.871124242218335,8.65960321458161,0.09439922480620155,False,False,approved,none
rsi_24,rsi_24,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9798657718120806,0.020134228187919434,0.07255017144494753,0.061436280614362807,0.22365140832053376,1022,0.8999999999999998,4,1.0,0.9363904176037285,8.118663303835556,15.671745875638251,0.07099415204678362,False,False,approved,none
kdj_k_9,kdj_k_9,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9789069990412272,0.021093000958772756,0.06833037561852788,0.05506781824117769,0.20975005416040085,1021,0.9999999999999999,4,1.0,0.9653850131639559,14.699013512912723,31.333800257598828,0.05324878048780489,False,True,watchlist,crowding_or_cost_watch
kdj_d_9,kdj_d_9,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9741131351869607,0.025886864813039256,0.07559512467025763,0.05820806490097829,0.23525466245841317,1016,0.9999999999999999,4,1.0,0.9653850131639559,14.699013512912723,69.13540812557692,0.03588235294117647,False,True,watchlist,crowding_or_cost_watch
kdj_j_9,kdj_j_9,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9741131351869607,0.025886864813039256,0.04561579220415534,0.03883321403006442,0.13508061075569813,1016,0.9999999999999999,4,1.0,0.9722943022813311,18.30034125656427,11.029027960528397,0.085921568627451,False,True,watchlist,crowding_or_cost_watch
cci_14,cci_14,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9779482262703739,0.02205177372962608,0.04036209984080343,0.036981580510992276,0.11787301442821335,1020,0.8999999999999998,4,1.0,0.9453685762966797,9.409262510595795,6.252508715240002,0.10248046875000001,False,False,approved,none
cci_20,cci_20,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9721955896452541,0.0278044103547459,0.04920378524764549,0.040081286235132386,0.14629773672156252,1014,0.8999999999999998,4,1.0,0.9385854891937525,8.399318415558277,9.213647595463486,0.08538310412573674,False,False,approved,none
williams_r_14,williams_r_14,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9865771812080537,0.01342281879194629,0.040201696746093044,0.026627793974732753,0.11877105957789974,1029,0.7,4,1.0,0.9490347828043462,10.067149799149565,4.219691451384472,0.13285575992255566,False,False,approved,none
williams_r_20,williams_r_20,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,0.05088439639189595,0.040628507295173956,0.15233053232326052,1026,0.9999999999999999,4,1.0,1.0000000000000016,20.0,5.938095770608635,0.1152233009708738,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
money_flow_index_14,money_flow_index_14,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9863854266538831,0.013614573346116932,0.02901756921731563,0.024768089053803337,0.08719709549078479,1029,0.8999999999999998,4,1.0,0.8362823160221704,3.3263271137226926,11.241570256304254,0.08462562594863336,False,False,approved,none
money_flow_index_20,money_flow_index_20,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,0.046439365979352026,0.037119735365349404,0.14167148316520076,1026,0.8999999999999998,4,1.0,0.8362823160221704,3.3263271137226926,16.42475699290725,0.0721359223300971,False,False,approved,none
price_position_20,price_position_20,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,0.050884396391895945,0.040628507295173956,0.15233053232326052,1026,0.9999999999999999,4,1.0,1.0000000000000016,20.0,5.938095770608635,0.1152233009708738,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
price_position_40,price_position_40,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9712368168744008,0.028763183125599223,0.0815998592181985,0.06568548266475216,0.246553709968169,1013,0.9999999999999999,4,1.0,0.9466349293383847,9.626277993268213,11.728546004350752,0.0848180924287119,False,False,approved,none
price_position_60,price_position_60,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9578139980824545,0.04218600191754551,0.0929466099843917,0.07512360845694178,0.2790290311125142,999,0.8999999999999998,4,1.0,0.9632225431032185,13.849968082193296,17.231908201940808,0.07292123629112664,False,True,watchlist,crowding_or_cost_watch
price_position_120,price_position_120,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9194630872483222,0.08053691275167785,0.095780549906604,0.08372989540872752,0.28653247757319883,959,0.9999999999999999,4,1.0,0.9289715183238996,7.298635137392773,30.716010536230527,0.0508411214953271,False,False,approved,none
price_position_240,price_position_240,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.8427612655800575,0.15723873441994252,0.06648315428720371,0.06093012031578585,0.19744190207307527,879,0.8999999999999998,4,1.0,0.9394230311453274,8.511770649239214,42.91861132574121,0.03707814269535674,False,False,approved,none
breakout_high_20,breakout_high_20,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,0.054941507840071534,0.04726800165396657,0.16407271360207468,1026,0.8999999999999998,4,1.0,1.0,20.0,9.32934564946237,0.10279611650485436,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
breakout_high_40,breakout_high_40,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9712368168744008,0.028763183125599223,0.08271655054009756,0.06926321457417212,0.24395975048896013,1013,0.9999999999999999,4,1.0,0.9182067534985822,6.373634250236106,18.81805295902471,0.07502458210422813,False,False,approved,none
breakout_high_60,breakout_high_60,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9578139980824545,0.04218600191754551,0.09302327868379778,0.07583947583947584,0.26710137114599236,999,0.9999999999999999,4,1.0,1.0,20.0,27.745733105689,0.06307078763708873,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
breakout_high_120,breakout_high_120,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9194630872483222,0.08053691275167785,0.08463482272268187,0.08619458400480298,0.2449884486964315,959,0.9999999999999999,4,1.0,1.0,20.0,45.07539638690038,0.042367601246105925,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
breakout_high_240,breakout_high_240,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.8427612655800575,0.15723873441994252,0.045688672185462444,0.042562140173061674,0.13818857011745672,879,0.39999999999999997,4,1.0,0.9394230311453274,8.511770649239214,56.995628871412265,0.029762174405436014,False,False,approved,none
breakdown_low_20,breakdown_low_20,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,0.056025370864748195,0.040392226357138634,0.16759294211202494,1026,0.7999999999999999,4,1.0,1.0,20.0,9.697246571649243,0.1036504854368932,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
breakdown_low_40,breakdown_low_40,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9712368168744008,0.028763183125599223,0.07953817986902112,0.06856920637769601,0.24606307863841545,1013,0.7999999999999999,4,1.0,0.8961643321117274,5.078991269458226,20.563292998214145,0.0742772861356932,False,False,approved,none
breakdown_low_60,breakdown_low_60,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9578139980824545,0.04218600191754551,0.07659030159087281,0.06783146783146783,0.23475818771785725,999,0.7999999999999999,4,1.0,1.0,20.0,31.390905425525816,0.06197407776669991,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
breakdown_low_120,breakdown_low_120,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9194630872483222,0.08053691275167785,0.07742553082972109,0.07162132271621323,0.23734217786467068,959,0.8999999999999998,4,1.0,1.0,20.0,54.32945064269275,0.04207684319833853,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
breakdown_low_240,breakdown_low_240,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.8427612655800575,0.15723873441994252,0.045713767779478484,0.0556210569862447,0.13226114964738753,879,0.8999999999999998,4,0.75,0.9059216703141569,5.577060475957884,73.52798362337185,0.02998867497168743,False,False,approved,none
amount_mean_5,amount_mean_5,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9923298178331735,0.007670182166826467,0.019614599646853855,0.02356902356902357,0.05688661030266474,1035,0.39999999999999997,4,0.5,0.9540943165944789,11.147770549346182,6.7270355200992356,0.062059672762271416,False,True,watchlist,crowding_or_cost_watch
amount_mean_10,amount_mean_10,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9884947267497604,0.011505273250239645,0.02366726465922305,0.02089762807512565,0.06952710297192452,1031,0.49999999999999994,4,0.5,0.9740399739660579,19.513668978441054,19.676197248008545,0.03246376811594203,False,True,watchlist,crowding_or_cost_watch
amount_mean_20,amount_mean_20,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,0.03356398035221997,0.016634178037686808,0.09923425200349051,1026,0.7,4,0.5,0.9857413051693037,20.0,60.55416757941187,0.017825242718446602,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
amount_mean_40,amount_mean_40,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9712368168744008,0.028763183125599223,0.02951123776405556,0.010787041191779593,0.0870944408233645,1013,0.19999999999999998,4,0.5,0.9943635384779281,20.0,191.3727391952737,0.009675516224188791,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
amount_mean_60,amount_mean_60,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9578139980824545,0.04218600191754551,0.026051303942053766,0.007468074134740803,0.07717810717439455,999,0.09999999999999999,4,0.5,0.9943635384779281,20.0,252.0,0.005822532402791625,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
amount_mean_120,amount_mean_120,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9194630872483222,0.08053691275167785,0.02643803219126387,0.0026858785982873568,0.0777946431571955,959,0.0,4,0.5,0.9900472593377316,20.0,252.0,0.0023883696780893043,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
amount_zscore_20,amount_zscore_20,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,0.003038022753911185,0.006226002717230787,0.009313584675531887,1026,0.19999999999999998,4,0.5,0.9806193225479122,20.0,0.1881345996222293,0.32545631067961167,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
amount_zscore_60,amount_zscore_60,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9578139980824545,0.04218600191754551,0.015951232624516955,0.01859435192768526,0.04860282542881382,999,0.7,4,0.75,0.9918440753086036,20.0,0.21565744755455962,0.3216350947158524,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
amount_percentile_20,amount_percentile_20,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9837008628954937,0.016299137104506256,0.004204675077560763,0.009492542997723112,0.01291581742508272,1026,0.3,4,0.75,0.9806193225479122,20.0,0.18278792896725168,0.32274757281553396,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
amount_percentile_60,amount_percentile_60,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9578139980824545,0.04218600191754551,0.01484095368465814,0.016442621884733447,0.045260307946925565,999,0.6,4,0.75,0.9918440753086036,20.0,0.2029259849064083,0.3216251246261216,False,True,watchlist,near_duplicate_factor;crowding_or_cost_watch
turnover_mean_5,turnover_mean_5,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9923298178331735,0.007670182166826467,0.0064477722584392605,0.009316351925047577,0.01944444342955074,1035,0.09999999999999999,4,0.5,0.703967608098478,1.9824371659044207,3.030831412974531,0.1558036573628489,False,True,watchlist,crowding_or_cost_watch
turnover_mean_10,turnover_mean_10,liquidity_flow,daily_bar,"T+0 close-based, usable from next trade day","captures attention, liquidity, and fund-flow pressure",empirical,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9884947267497604,0.011505273250239645,-0.007196401082089494,-0.01249154983393587,-0.021299420111759754,1031,-0.7,4,0.5,0.7151495878325261,2.0468270345270647,6.274089716405335,0.11445410628019324,False,True,watchlist,crowding_or_cost_watch
